,neuron_1,neuron_2,value,neuron_combination,p,p_adj,session_name,block,n1_cluster,n2_cluster,comb,group
152,1149,1151,-0.3224067244214843,1149_1151,0.0,0.0,hamilton_13,base_shock,fast_firing,slow_regular,slow_regular-fast_firing,sal
153,1150,1151,-0.3898068219088961,1150_1151,0.0,0.0,hamilton_13,base_shock,slow_irregular,slow_regular,slow_irregular-slow_regular,sal
154,1143,1152,0.1209360305954025,1143_1152,0.0,0.0,hamilton_13,base_shock,slow_regular,slow_regular,slow_regular-slow_regular,sal
155,1144,1152,0.20543172909144855,1144_1152,0.0,0.0,hamilton_13,base_shock,fast_firing,slow_regular,slow_regular-fast_firing,sal
156,1145,1152,0.20300265424416283,1145_1152,0.0,0.0,hamilton_13,base_shock,slow_irregular,slow_regular,slow_irregular-slow_regular,sal
157,1146,1152,0.0939136457807056,1146_1152,0.062,0.10333333333333333,hamilton_13,base_shock,fast_firing,slow_regular,slow_regular-fast_firing,sal
158,1148,1152,0.1237707791638572,1148_1152,0.008,0.0162962962962963,hamilton_13,base_shock,slow_regular,slow_regular,slow_regular-slow_regular,sal
159,1149,1152,0.20360914026169435,1149_1152,0.0,0.0,hamilton_13,base_shock,fast_firing,slow_regular,slow_regular-fast_firing,sal
160,1150,1152,-0.01325768264144751,1150_1152,1.46,1.5442307692307693,hamilton_13,base_shock,slow_irregular,slow_regular,slow_irregular-slow_regular,sal
161,1151,1152,0.01604486166812717,1151_1152,1.446,1.5442307692307693,hamilton_13,base_shock,slow_regular,slow_regular,slow_regular-slow_regular,sal
162,1143,1153,-0.002484456046125514,1143_1153,1.82,1.82,hamilton_13,base_shock,slow_regular,slow_irregular,slow_irregular-slow_regular,sal
163,1144,1153,0.0452838772524475,1144_1153,0.524,0.655,hamilton_13,base_shock,fast_firing,slow_irregular,slow_irregular-fast_firing,sal
164,1145,1153,-0.034210413165607544,1145_1153,1.028,1.1308,hamilton_13,base_shock,slow_irregular,slow_irregular,slow_irregular-slow_irregular,sal
165,1146,1153,-0.0711468870690719,1146_1153,0.144,0.21405405405405403,hamilton_13,base_shock,fast_firing,slow_irregular,slow_irregular-fast_firing,sal
166,1148,1153,-0.1711742735443695,1148_1153,0.0,0.0,hamilton_13,base_shock,slow_regular,slow_irregular,slow_irregular-slow_regular,sal
167,1149,1153,-0.012565047949195012,1149_1153,1.53,1.5583333333333336,hamilton_13,base_shock,fast_firing,slow_irregular,slow_irregular-fast_firing,sal
168,1150,1153,0.09696290966077196,1150_1153,0.056,0.09625,hamilton_13,base_shock,slow_irregular,slow_irregular,slow_irregular-slow_irregular,sal
169,1151,1153,0.011485121392809588,1151_1153,1.524,1.5583333333333336,hamilton_13,base_shock,slow_regular,slow_irregular,slow_irregular-slow_regular,sal
170,1152,1153,-0.043036144843883094,1152_1153,0.536,0.6551111111111112,hamilton_13,base_shock,slow_regular,slow_irregular,slow_irregular-slow_regular,sal
